city_id;city_name;city_name_ascii;lat;long;population_number;country_id
450;Villa Alsina;Villa Alsina;-34.6667;-58.4167;41155;8
451;Villa Ángela;Villa Angela;-27.5833;-60.7167;30051;8
452;Villa Carlos Paz;Villa Carlos Paz;-31.4;-64.5167;62423;8
453;Villa Celina;Villa Celina;-34.7006;-58.4825;30000;8
454;Villa Constitución;Villa Constitucion;-33.2333;-60.3333;47374;8
455;Villa Domínico;Villa Dominico;-34.6917;-58.3333;62315;8
456;Villa Luzuriaga;Villa Luzuriaga;-34.6667;-58.5833;94403;8
457;Villa María;Villa Maria;-32.4103;-63.2314;79356;8
458;Villa Mercedes;Villa Mercedes;-33.6667;-65.4667;111391;8
459;Villa Regina;Villa Regina;-39.1;-67.0667;30028;8
460;Villa Rumipal;Villa Rumipal;-32.1833;-64.4833;1269;8
461;Villa Sarmiento;Villa Sarmiento;-34.6333;-58.5667;17481;8
462;Villaguay;Villaguay;-31.85;-59.0167;49445;8
463;Villalonga;Villalonga;-39.8829;-62.5833;2838;8
464;Wilde;Wilde;-34.7;-58.3167;65881;8
465;Yacimiento Río Turbio;Yacimiento Rio Turbio;-51.5333;-72.3;8814;8
466;Zapala;Zapala;-38.9028;-70.065;32097;8
467;Zárate;Zarate;-34.0833;-59.0333;98522;8
468;Abovyan;Abovyan;40.2739;44.6256;44400;9
469;Alaverdi;Alaverdi;41.095;44.6558;13000;9
470;Armavir;Armavir;40.15;44.04;28800;9
471;Artashat;Artashat;39.9539;44.5506;25400;9
472;Ashtarak;Ashtarak;40.3;44.4;21600;9
473;Berd;Berd;40.8808;45.3917;9864;9
474;Byureghavan;Byureghavan;40.3147;44.5936;8500;9
475;Ch’arents’avan;Ch'arents'avan;40.4097;44.6431;25039;9
476;Chambarak;Chambarak;40.5931;45.3572;5850;9
477;Dilijan;Dilijan;40.7408;44.8631;16600;9
478;Ejmiatsin;Ejmiatsin;40.1728;44.2925;57500;9
479;Gavarr;Gavarr;40.3667;45.1333;8751;9
480;Goris;Goris;39.5167;46.3333;20591;9
481;Gyumri;Gyumri;40.7833;43.8333;121976;9
482;Hrazdan;Hrazdan;40.5;44.7667;;9
483;Ijevan;Ijevan;40.8788;45.1485;;9
484;K’ajaran;K'ajaran;39.1511;46.16;7163;9
485;Kapan;Kapan;39.2011;46.415;43190;9
486;Martuni;Martuni;40.14;45.3064;11987;9
487;Nor Hachn;Nor Hachn;40.3;44.58;10198;9
488;Noyemberyan;Noyemberyan;41.1725;44.9936;5310;9
489;Sisian;Sisian;39.5208;46.0322;14894;9
490;Spitak;Spitak;40.8372;44.2675;15000;9
491;Step’anavan;Step'anavan;41.0075;44.3867;23782;9
492;Tashir;Tashir;41.1144;44.2906;10090;9
493;Vanadzor;Vanadzor;40.8128;44.4883;90525;9
494;Vardenis;Vardenis;40.18;45.72;12363;9
495;Yeghegnadzor;Yeghegnadzor;39.7667;45.35;8200;9
496;Yeghvard;Yeghvard;40.3167;44.4833;10656;9
497;Yerevan;Yerevan;40.1814;44.5144;1075800;9
498;Oranjestad;Oranjestad;12.5186;-70.0358;34980;10
499;Adelaide;Adelaide;-34.9289;138.6011;1345777;11
500;Adelaide River;Adelaide River;-13.2381;131.1061;353;11
501;Albany;Albany;-35.0228;117.8814;34205;11
502;Albury;Albury;-36.0806;146.9158;47974;11
503;Alice Springs;Alice Springs;-23.7;133.8667;23726;11
504;Alstonville;Alstonville;-28.8317;153.4344;5739;11
505;Andamooka;Andamooka;-30.447;137.166;316;11
506;Andergrove;Andergrove;-21.0931;149.186;9419;11
507;Ararat;Ararat;-37.2833;142.9167;8300;11
508;Armidale;Armidale;-30.5;151.65;24504;11
509;Atherton;Atherton;-17.2658;145.478;7331;11
510;Australind;Australind;-33.2792;115.715;14539;11
511;Ayr;Ayr;-19.5744;147.4066;8738;11
512;Bacchus Marsh;Bacchus Marsh;-37.675;144.4389;22223;11
513;Bairnsdale;Bairnsdale;-37.8333;147.6167;7580;11
514;Ballarat;Ballarat;-37.55;143.85;105471;11
515;Ballina;Ballina;-28.8333;153.5333;26381;11
516;Bannockburn;Bannockburn;-38.05;144.1667;5283;11
517;Banora Point;Banora Point;-28.2225;153.5386;16167;11
518;Barcaldine;Barcaldine;-23.5555;145.2888;1422;11
519;Bargara;Bargara;-24.8205;152.4625;7485;11
520;Barwon Heads;Barwon Heads;-38.25;144.5167;14165;11
521;Batemans Bay;Batemans Bay;-35.7081;150.1744;11294;11
522;Bathurst;Bathurst;-33.42;149.5778;36801;11
523;Beaudesert;Beaudesert;-27.988;152.9958;6395;11
524;Bedourie;Bedourie;-24.35;139.4667;122;11
525;Beerwah;Beerwah;-26.8556;152.96;6769;11
526;Benalla;Benalla;-36.5519;145.9817;9298;11
527;Bendigo;Bendigo;-36.75;144.2667;99122;11
528;Bentley;Bentley;-32.001;115.924;8782;11
529;Berri;Berri;-34.2833;140.6;4103;11
530;Bicheno;Bicheno;-41.8667;148.2833;943;11
531;Biloela;Biloela;-24.4002;150.5133;5758;11
532;Birdsville;Birdsville;-25.8989;139.352;140;11
533;Blaxland;Blaxland;-33.7453;150.6175;7451;11
534;Bli Bli;Bli Bli;-26.618;153.037;7801;11
535;Bomaderry;Bomaderry;-34.848;150.605;6661;11
536;Bongaree;Bongaree;-27.0814;153.1633;6947;11
537;Bordertown;Bordertown;-36.3118;140.7702;2953;11
538;Boulia;Boulia;-22.9;139.9;301;11
539;Bourke;Bourke;-30.0817;145.9511;1909;11
540;Bowen;Bowen;-20.0167;148.2333;10377;11
541;Bowral;Bowral;-34.4792;150.4181;12949;11
542;Brisbane;Brisbane;-27.4678;153.0281;2514184;11
543;Broken Hill;Broken Hill;-31.9567;141.4678;17734;11
544;Broome;Broome;-17.9619;122.2361;14445;11
545;Bullsbrook;Bullsbrook;-31.663;116.03;5448;11
546;Bunbury;Bunbury;-33.3333;115.6333;74363;11
547;Bundaberg;Bundaberg;-24.85;152.35;70921;11
548;Burketown;Burketown;-17.7167;139.5667;238;11
549;Burnie;Burnie;-41.0636;145.8753;19385;11
550;Burpengary;Burpengary;-27.1442;153;6433;11
551;Busselton;Busselton;-33.6478;115.3458;25329;11
552;Byron Bay;Byron Bay;-28.6483;153.6178;5521;11
553;Caboolture;Caboolture;-27.0667;152.967;26433;11
554;Cairns;Cairns;-16.9303;145.7703;152729;11
555;Caloundra;Caloundra;-26.7986;153.1289;41293;11
556;Camooweal;Camooweal;-19.9167;138.117;208;11
557;Campbelltown;Campbelltown;-34.0733;150.8261;12566;11
558;Canberra;Canberra;-35.2931;149.1269;426704;11
559;Cannington;Cannington;-32.0167;115.95;5929;11
560;Cannonvale;Cannonvale;-20.2863;148.6866;5716;11
897;Hafendorf;Hafendorf;47.4556;15.3194;7177;12
898;Hainburg an der Donau;Hainburg an der Donau;48.1478;16.9419;6570;12
899;Hall in Tirol;Hall in Tirol;47.2833;11.5;13897;12
900;Hallein;Hallein;47.6667;13.0833;21150;12
901;Hartberg;Hartberg;47.2806;15.97;6650;12
902;Herzogenburg;Herzogenburg;48.2833;15.6833;7771;12
903;Hohenems;Hohenems;47.3667;9.6667;16317;12
904;Hollabrunn;Hollabrunn;48.5667;16.0833;11681;12
905;Horn;Horn;48.6653;15.6558;6520;12
906;Imst;Imst;47.2394;10.7381;10504;12
907;Innsbruck;Innsbruck;47.2683;11.3933;132493;12
908;Judenburg;Judenburg;47.1725;14.6603;9960;12
909;Kapfenberg;Kapfenberg;47.4394;15.2894;22798;12
910;Kindberg;Kindberg;47.5044;15.4489;8047;12
911;Kitzbühel;Kitzbuhel;47.4464;12.3919;8272;12
912;Klagenfurt;Klagenfurt;46.6167;14.3;101403;12
913;Klosterneuburg;Klosterneuburg;48.3042;16.3167;27058;12
914;Knittelfeld;Knittelfeld;47.215;14.8294;12626;12
915;Köflach;Koflach;47.0639;15.0889;9888;12
916;Korneuburg;Korneuburg;48.3453;16.3331;12986;12
917;Krems an der Donau;Krems an der Donau;48.4167;15.6167;24610;12
918;Kufstein;Kufstein;47.5833;12.1667;19223;12
919;Laa an der Thaya;Laa an der Thaya;48.7167;16.3833;6280;12
920;Laakirchen;Laakirchen;47.9828;13.8242;9861;12
921;Landeck;Landeck;47.1333;10.5667;7725;12
922;Langenlois;Langenlois;48.4667;15.6833;7609;12
923;Leibnitz;Leibnitz;46.7831;15.545;12176;12
924;Leoben;Leoben;47.3817;15.0972;24645;12
925;Leonding;Leonding;48.2792;14.2528;28698;12
926;Lienz;Lienz;46.8297;12.7697;11844;12
927;Liezen;Liezen;47.5667;14.2333;8191;12
928;Linz;Linz;48.3;14.2833;204846;12
929;Lustenau;Lustenau;47.4271;9.6711;22821;12
930;Marchtrenk;Marchtrenk;48.1917;14.1106;13603;12
931;Mattersburg;Mattersburg;47.7381;16.3969;7349;12
932;Mattighofen;Mattighofen;48.1067;13.1494;6524;12
933;Melk;Melk;48.2269;15.3439;5529;12
934;Mistelbach;Mistelbach;48.5667;16.5667;11559;12
935;Mittersill;Mittersill;47.2667;12.4667;5380;12
936;Mödling;Modling;48.0856;16.2831;20555;12
937;Muckendorf an der Donau;Muckendorf an der Donau;48.3333;16.05;16197;12
938;Mürzzuschlag;Murzzuschlag;47.6075;15.6731;8654;12
939;Neulengbach;Neulengbach;48.1833;15.9;8281;12
940;Neumarkt am Wallersee;Neumarkt am Wallersee;47.9453;13.2247;6297;12
941;Neunkirchen;Neunkirchen;47.7269;16.0817;12879;12
942;Neusiedl am See;Neusiedl am See;47.9486;16.8431;8235;12
943;Oberndorf bei Salzburg;Oberndorf bei Salzburg;47.9417;12.9417;5815;12
944;Oberwart;Oberwart;47.2878;16.2031;7572;12
945;Perg;Perg;48.2503;14.6336;8388;12
946;Pinkafeld;Pinkafeld;47.3717;16.1219;5779;12
947;Poysdorf;Poysdorf;48.6667;16.6333;5527;12
948;Pregarten;Pregarten;48.3556;14.5306;5293;12
949;Pressbaum;Pressbaum;48.1833;16.0825;7559;12
950;Purkersdorf;Purkersdorf;48.2092;16.1792;9701;12
951;Radenthein;Radenthein;46.8;13.7;5831;12
952;Ried im Innkreis;Ried im Innkreis;48.21;13.4894;11903;12
953;Rottenmann;Rottenmann;47.5267;14.3558;5232;12
954;Saalfelden am Steinernen Meer;Saalfelden am Steinernen Meer;47.4269;12.8483;16700;12
955;Salzburg;Salzburg;47.7972;13.0477;154076;12
956;Sankt Andrä;Sankt Andra;46.7667;14.8167;9957;12
957;Sankt Johann im Pongau;Sankt Johann im Pongau;47.35;13.2;10944;12
958;Sankt Pölten;Sankt Polten;48.2;15.6167;55514;12
959;Sankt Valentin;Sankt Valentin;48.1747;14.5333;9340;12
960;Sankt Veit an der Glan;Sankt Veit an der Glan;46.7667;14.3603;12547;12
961;Schärding;Scharding;48.4569;13.4317;5253;12
962;Schladming;Schladming;47.3942;13.6892;6660;12
963;Schrems;Schrems;48.7833;15.0667;5404;12
964;Schwaz;Schwaz;47.35;11.7;13728;12
965;Schwechat;Schwechat;48.1411;16.4786;18026;12
966;Spielberg bei Knittelfeld;Spielberg bei Knittelfeld;47.2167;14.7833;5383;12
967;Spittal an der Drau;Spittal an der Drau;46.7917;13.4958;15413;12
968;Steyr;Steyr;48.05;14.4167;38331;12
969;Stockerau;Stockerau;48.3858;16.2108;16916;12
970;Ternitz;Ternitz;47.7167;16.0333;14632;12
971;Traiskirchen;Traiskirchen;48.0189;16.2922;18858;12
972;Traismauer;Traismauer;48.3333;15.7331;6224;12
973;Traun;Traun;48.2217;14.2397;24477;12
974;Trofaiach;Trofaiach;47.4261;15.0067;11125;12
975;Vienna;Vienna;48.2083;16.3731;1840573;12
976;Villach;Villach;46.6167;13.8333;61879;12
977;Vöcklabruck;Vocklabruck;48.0086;13.6558;12179;12
978;Voitsberg;Voitsberg;47.0483;15.1503;9403;12
979;Völkermarkt;Volkermarkt;46.6622;14.6344;10946;12
980;Waidhofen an der Thaya;Waidhofen an der Thaya;48.8167;15.2833;5501;12
981;Waidhofen an der Ybbs;Waidhofen an der Ybbs;47.9596;14.7745;11333;12
982;Weiz;Weiz;47.2189;15.6253;11431;12
983;Wels;Wels;48.15;14.0167;61233;12
984;Wiener Neustadt;Wiener Neustadt;47.816;16.25;82762;12
985;Wilhelmsburg;Wilhelmsburg;48.1108;15.61;6557;12
986;Wolfsberg;Wolfsberg;46.8419;14.8408;25035;12
987;Wolkersdorf im Weinviertel;Wolkersdorf im Weinviertel;48.3667;16.5167;7201;12
988;Wörgl;Worgl;47.4831;12.0664;13811;12
989;Ybbs an der Donau;Ybbs an der Donau;48.1667;15.0667;5653;12
990;Zell am See;Zell am See;47.3233;12.7981;9762;12
991;Zeltweg;Zeltweg;47.1906;14.7511;7212;12
992;Zistersdorf;Zistersdorf;48.5167;16.75;5391;12
993;Zwettl;Zwettl;48.6033;15.1689;10908;12
994;Ağcabədi;Agcabadi;40.0489;47.4502;39200;13
995;Ağdam;Agdam;39.9833;46.9167;3770;13
996;Ağdam;Agdam;40.9053;45.5564;0;13
997;Ağdaş;Agdas;40.65;47.4833;29600;13
998;Ağstafa;Agstafa;41.1167;45.45;20200;13
999;Ağsu;Agsu;40.5708;48.3928;20200;13
1000;Astara;Astara;38.44;48.875;16800;13
1001;Babək;Babak;39.1111;45.4114;5600;13
1002;Baku;Baku;40.3667;49.8352;2181800;13
1003;Balakən;Balakan;41.7233;46.3919;8134;13
1004;Bərdə;Barda;40.3831;47.1186;38500;13
1005;Beyləqan;Beylaqan;39.7692;47.6156;12263;13
1006;Biləsuvar;Bilasuvar;39.4481;48.5428;22800;13
1007;Buzovna;Buzovna;40.5167;50.1167;31500;13
1008;Cəbrayıl;Cabrayil;39.4;47.0261;;13
1345;Puerto Acosta;Puerto Acosta;-15.4996;-69.1667;1123;24
1346;Puerto Heath;Puerto Heath;-12.52;-68.6186;10;24
1347;Puerto Quijarro;Puerto Quijarro;-17.7796;-57.77;10392;24
1348;Puerto Suárez;Puerto Suarez;-18.9633;-57.7978;22000;24
1349;Puerto Villarroel;Puerto Villarroel;-16.87;-64.78;1778;24
1350;Punata;Punata;-17.5469;-65.8367;14742;24
1351;Quillacollo;Quillacollo;-17.3975;-66.2817;137182;24
1352;Quime;Quime;-16.98;-67.22;4045;24
1353;Reyes;Reyes;-14.3096;-67.37;7376;24
1354;Riberalta;Riberalta;-10.983;-66.1;74014;24
1355;Roboré;Robore;-18.3295;-59.76;10036;24
1356;Rurrenabaque;Rurrenabaque;-14.4422;-67.5283;11749;24
1357;Sabaya;Sabaya;-19.0163;-68.3833;573;24
1358;Sacaba;Sacaba;-17.4042;-66.0408;172466;24
1359;Samaipata;Samaipata;-18.1794;-63.8756;2926;24
1360;San Borja;San Borja;-14.8583;-66.7475;24610;24
1361;San Carlos;San Carlos;-17.4;-63.73;6353;24
1362;San Ignacio de Velasco;San Ignacio de Velasco;-16.3667;-60.95;23569;24
1363;San Javier;San Javier;-16.2896;-62.5;4210;24
1364;San José de Chiquitos;San Jose de Chiquitos;-17.85;-60.75;16942;24
1365;San Lorenzo;San Lorenzo;-21.4799;-64.77;3000;24
1366;San Matías;San Matias;-16.36;-58.42;6352;24
1367;San Rafael;San Rafael;-16.7795;-60.68;1201;24
1368;San Ramón;San Ramon;-13.2672;-64.6172;6490;24
1369;Santa Ana de Yacuma;Santa Ana de Yacuma;-13.7444;-65.4269;12783;24
1370;Santa Cruz;Santa Cruz;-17.7892;-63.1975;3151676;24
1371;Sicasica;Sicasica;-17.3333;-67.7333;3831;24
1372;Sorata;Sorata;-15.7736;-68.6486;2217;24
1373;Sucre;Sucre;-19.0431;-65.2592;300000;24
1374;Tarabuco;Tarabuco;-19.1825;-64.915;2428;24
1375;Tarija;Tarija;-21.5317;-64.7311;179528;24
1376;Tiquipaya;Tiquipaya;-17.3381;-66.2189;31264;24
1377;Trinidad;Trinidad;-14.8333;-64.9;101454;24
1378;Tupiza;Tupiza;-21.4423;-65.719;23100;24
1379;Uncia;Uncia;-18.4682;-66.5648;5709;24
1380;Uyuni;Uyuni;-20.4627;-66.824;26958;24
1381;Vallegrande;Vallegrande;-18.4894;-64.1083;16837;24
1382;Viacha;Viacha;-16.6333;-68.2833;29108;24
1383;Villa Martín Colchak;Villa Martin Colchak;-20.7666;-67.7833;10;24
1384;Villa Tunari;Villa Tunari;-16.9725;-65.42;71386;24
1385;Villa Yapacaní;Villa Yapacani;-17.4028;-63.885;14589;24
1386;Villamontes;Villamontes;-21.2647;-63.4586;39800;24
1387;Villazón;Villazon;-22.091;-65.596;28045;24
1388;Vinto;Vinto;-17.3972;-66.3136;14180;24
1389;Warnes;Warnes;-17.5103;-63.1647;214216;24
1390;Yacuiba;Yacuiba;-22.0139;-63.6778;97296;24
1391;Banja Luka;Banja Luka;44.7667;17.1833;199191;25
1392;Bihać;Bihac;44.8167;15.8667;43007;25
1393;Bijeljina;Bijeljina;44.75;19.2167;114663;25
1394;Bosanska Krupa;Bosanska Krupa;44.8833;16.15;29659;25
1395;Bosanski Petrovac;Bosanski Petrovac;44.55;16.3667;7946;25
1396;Brčko;Brcko;44.8783;18.8092;;25
1397;Breza;Breza;44.021;18.261;14564;25
1398;Bugojno;Bugojno;44.0572;17.4508;34559;25
1399;Čapljina;Capljina;43.11;17.7;28122;25
1400;Derventa;Derventa;44.98;17.91;12680;25
1401;Doboj;Doboj;44.7333;18.1333;68514;25
1402;Drvar;Drvar;44.3739;16.3808;7506;25
1403;Foča;Foca;43.5;18.7833;12334;25
1404;Goražde;Gorazde;43.6667;18.9778;12512;25
1405;Jablanica;Jablanica;43.6583;17.7583;10580;25
1406;Livno;Livno;43.8269;17.0081;9045;25
1407;Lukavac;Lukavac;44.5333;18.5333;46731;25
1408;Mostar;Mostar;43.3494;17.8125;163067;25
1409;Mrkonjić Grad;Mrkonjic Grad;44.4167;17.0833;7915;25
1410;Prijedor;Prijedor;44.9667;16.7;89397;25
1411;Sanski Most;Sanski Most;44.7667;16.6667;47359;25
1412;Sapna;Sapna;44.4917;19.0028;12136;25
1413;Sarajevo;Sarajevo;43.8667;18.4167;275524;25
1414;Tomislavgrad;Tomislavgrad;43.7135;17.2266;5760;25
1415;Trebinje;Trebinje;42.7089;18.3217;31433;25
1416;Tuzla;Tuzla;44.5381;18.6761;110979;25
1417;Vareš;Vares;44.1644;18.3283;9556;25
1418;Velika Kladuša;Velika Kladusa;45.1667;15.8;6902;25
1419;Višegrad;Visegrad;43.7833;19.2833;5869;25
1420;Zenica;Zenica;44.2039;17.9078;70553;25
1421;Žepče;Zepce;44.4333;18.0333;31582;25
1422;Zvornik;Zvornik;44.3833;19.1;63686;25
1423;Francistown;Francistown;-21.1736;27.5125;89979;26
1424;Gaborone;Gaborone;-24.6569;25.9086;231626;26
1425;Ghanzi;Ghanzi;-21.7;21.65;6306;26
1426;Jwaneng;Jwaneng;-24.6017;24.7281;;26
1427;Kanye;Kanye;-24.9833;25.35;46831;26
1428;Kasane;Kasane;-17.7983;25.1536;9250;26
1429;Lehututu;Lehututu;-23.9696;21.87;1942;26
1430;Lobatse;Lobatse;-25.2167;25.6667;29700;26
1431;Lokwabe;Lokwabe;-24.1696;21.83;1473;26
1432;Mahalapye;Mahalapye;-23.1041;26.8142;50744;26
1433;Masunga;Masunga;-20.6245;27.4488;;26
1434;Maun;Maun;-19.9833;23.4167;49945;26
1435;Mochudi;Mochudi;-24.377;26.152;39700;26
1436;Molepolole;Molepolole;-24.4066;25.4951;67598;26
1437;Mopipi;Mopipi;-21.1795;24.88;3301;26
1438;Muhembo;Muhembo;-18.2996;21.8;757;26
1439;Nata;Nata;-20.2095;26.19;4794;26
1440;Nokaneng;Nokaneng;-19.6696;22.27;1763;26
1441;Palapye;Palapye;-22.55;27.1333;36211;26
1442;Ramotswa;Ramotswa;-24.8667;25.8167;;26
1443;Selibe Phikwe;Selibe Phikwe;-21.9667;27.9167;49724;26
1444;Serowe;Serowe;-22.3833;26.7167;48573;26
1445;Sowa Town;Sowa Town;-20.5636;26.2244;;26
1446;Tsau;Tsau;-20.1596;22.46;1409;26
1447;Tshabong;Tshabong;-26.02;22.4056;9679;26
1448;Abaetetuba;Abaetetuba;-1.7245;-48.8849;79420;27
1449;Abunã;Abuna;-9.6954;-65.3597;1929;27
1450;Acaraú;Acarau;-2.8896;-40.12;28389;27
1451;Açu;Acu;-5.5796;-36.9101;36125;27
1452;Adamantina;Adamantina;-21.6847;-51.0733;35048;27
1453;Aguaí;Aguai;-22.0603;-46.9736;34863;27
1454;Águas da Prata;Aguas da Prata;-21.9369;-46.7169;8025;27
1455;Águas de Lindóia;Aguas de Lindoia;-22.4758;-46.6328;18313;27
1456;Agudos;Agudos;-22.4739;-48.9836;36524;27
1793;Itapevi;Itapevi;-23.5489;-46.9342;223404;27
1794;Itapipoca;Itapipoca;-3.4995;-39.58;55784;27
1795;Itapira;Itapira;-22.4361;-46.8217;72967;27
1796;Itápolis;Itapolis;-21.5958;-48.8128;42343;27
1797;Itapuí;Itapui;-22.2333;-48.7192;13328;27
