stores_id;product_id;range
10001;300216;R
10001;300217;R
10001;300218;R
10001;300219;R
10001;300220;R
10001;300221;R
10001;300222;R
10001;300223;R
10001;300224;R
10001;300225;R
10001;300226;R
10001;300227;R
10001;300228;R
10001;300229;R
10001;300230;R
10001;300231;R
10001;300232;R
10001;300233;R
10001;300234;R
10001;300235;R
10001;300236;R
10001;300237;R
10001;300238;R
10001;300239;R
10001;300240;R
10001;300241;R
10001;300242;R
10001;300243;R
10001;300244;R
10001;300245;R
10001;300246;R
10001;300247;R
10001;300248;R
10001;300249;R
10001;300250;R
10001;300251;R
10001;300252;R
10001;300253;R
10001;300254;R
10001;300255;R
10001;300256;R
10001;300257;R
10001;300258;R
10001;300259;R
10001;300260;R
10001;300261;R
10001;300262;R
10001;300263;R
10001;300264;R
10001;300265;R
10001;300266;R
10001;300267;R
10001;300268;R
10001;300269;R
10001;300270;R
10001;300271;R
10001;300272;R
10001;300273;R
10001;300274;R
10001;300275;R
10001;300276;R
10001;300277;R
10001;300278;R
10001;300279;R
10001;300280;R
10001;300281;R
10001;300282;R
10001;300283;R
10001;300284;R
10001;300285;R
10001;300286;R
10001;300287;R
10001;300288;R
10001;300289;R
10001;300290;R
10001;300291;R
10001;300292;R
10001;300293;R
10001;300294;R
10001;300295;R
10001;300296;R
10001;300297;R
10001;300298;R
10001;300299;R
10001;300300;R
10001;300301;R
10001;300302;R
10001;300303;R
10001;300304;R
10001;300305;R
10001;300306;R
10001;300307;R
10001;300308;R
10001;300309;R
10001;300310;R
10001;300311;R
10001;300312;R
10001;300313;R
10001;300314;R
10001;300315;R
10001;300316;R
10001;300317;R
10001;300318;R
10001;300319;R
10001;300320;R
10001;300321;R
10001;300322;R
10001;300323;R
10001;300324;R
10001;300325;R
10001;300326;R
10001;300327;R
10001;300328;R
10001;300329;R
10001;300330;R
10001;300331;R
10001;300332;R
10001;300333;R
10001;300334;R
10001;300335;R
10001;300336;R
10001;300337;R
10001;300338;R
10001;300339;R
10001;300340;R
10001;300341;R
10001;300342;R
10001;300343;R
10001;300344;R
10001;300345;R
10001;300346;D
10001;300347;D
10001;300348;D
10001;300349;D
10001;300350;D
10001;300351;D
10001;300352;D
10001;300353;D
10001;300354;D
10001;300355;D
10001;300356;D
10001;300357;D
10001;300358;D
10001;300359;D
10001;300360;D
10001;300361;D
10001;300362;D
10001;300363;D
10001;300364;D
10001;300365;D
10001;300366;D
10001;300367;D
10001;300368;D
10001;300369;D
10001;300370;D
10001;300371;D
10001;300372;D
10001;300373;D
10001;300374;D
10001;300375;D
10001;300376;D
10001;300377;D
10001;300378;D
10001;300379;D
10001;300380;D
10001;300381;D
10001;300382;D
10001;300383;D
10001;300384;D
10001;300385;D
10001;300386;D
10001;300387;D
10001;300388;D
10001;300389;D
10001;300390;D
10001;300391;D
10001;300392;D
10001;300393;D
10001;300394;D
10001;300395;D
10001;300396;D
10001;300397;D
10001;300398;D
10001;300399;D
10001;300400;D
10001;300401;D
10001;300402;D
10001;300403;D
10001;300404;D
10001;300405;D
10001;300406;D
10001;300407;D
10001;300408;D
10001;300409;D
10001;300410;D
10001;300411;D
10001;300412;D
10001;300413;D
10001;300414;D
10001;300415;D
10001;300416;D
10001;300417;D
10001;300418;D
10001;300419;D
10001;300420;D
10001;300421;D
10001;300422;D
10001;300423;D
10001;300424;D
10001;300425;D
10001;300426;D
10001;300427;D
10001;300428;D
10001;300429;D
10001;300430;D
10001;300431;D
10001;300432;D
10001;300433;D
10001;300434;D
10001;300435;D
10001;300436;D
10001;300437;D
10001;300438;D
10001;300439;D
10001;300440;D
10001;300441;D
10001;300442;D
10001;300443;D
10001;300444;D
10001;300445;D
10001;300446;D
10001;300447;D
10001;300448;D
10001;300449;D
10001;300450;D
10001;300451;R
10001;300452;R
10001;300453;R
10001;300454;R
10001;300455;R
10001;300456;R
10001;300457;R
10001;300458;R
10001;300459;R
10001;300460;R
10001;300461;R
10001;300462;R
10001;300463;R
10001;300464;R
10001;300465;R
10001;300466;R
10001;300467;R
10001;300468;R
10001;300469;R
10001;300470;R
10001;300471;R
10001;300472;R
10001;300473;R
10001;300474;R
10001;300475;R
10001;300476;R
10001;300477;R
10001;300478;R
10001;300479;R
10001;300480;R
10001;300481;R
10001;300482;R
10001;300483;R
10001;300484;R
10001;300485;R
10001;300486;R
10001;300487;R
10001;300488;R
10001;300489;R
10001;300490;R
10001;300491;R
10001;300492;R
10001;300493;R
10001;300494;R
10001;300495;R
10001;300496;R
10001;300497;R
10001;300498;R
10001;300499;R
10001;300500;R
10001;300501;R
10001;300502;R
10001;300503;R
10001;300504;R
10001;300505;R
10001;300506;R
10001;300507;R
10001;300508;R
10001;300509;R
10001;300510;R
10001;300511;R
10001;300512;R
10001;300513;R
10001;300514;R
10001;300515;R
10001;300516;R
10001;300517;R
10001;300518;R
10001;300519;R
10001;300520;R
10001;300521;R
10001;300522;R
10001;300523;R
10001;300524;R
10001;300525;R
10001;300526;R
10001;300527;R
10001;300528;R
10001;300529;R
10001;300530;R
10001;300531;R
10001;300532;R
10001;300533;R
10001;300534;R
10001;300535;R
10001;300536;R
10001;300537;R
10001;300538;R
10001;300539;R
10001;300540;R
10001;300541;R
10001;300542;R
10001;300543;R
10001;300544;R
10001;300545;R
10001;300546;R
10001;300547;R
10001;300548;R
10001;300549;R
10001;300550;R
10001;300551;R
10001;300552;R
10001;300553;R
10001;300554;R
10001;300555;R
10001;300556;R
10001;300557;R
10001;300558;R
10001;300559;R
10001;300560;R
10001;300561;R
10001;300562;R
10001;300563;R
10001;300564;R
10001;300565;R
10001;300566;R
10001;300567;R
10001;300568;R
10001;300569;R
10001;300570;R
10001;300571;R
10001;300572;R
10001;300573;R
10001;300574;R
10001;300575;R
10001;300576;R
10001;300577;R
10001;300578;R
10001;300579;R
10001;300580;R
10001;300581;R
10001;300582;R
10001;300583;R
10001;300584;R
10001;300585;R
10001;300586;R
10001;300587;R
10001;300588;R
10001;300589;R
10001;300590;R
10001;300591;R
10001;300592;R
10001;300593;R
10001;300594;R
10001;300595;R
10001;300596;R
10001;300597;R
10001;300598;R
10001;300599;R
10001;300600;R
10001;300601;R
10001;300602;R
10001;300603;R
10001;300604;R
10001;300605;R
10001;300606;R
10001;300607;R
10001;300608;R
10001;300609;R
10001;300610;R
10001;300611;R
10001;300612;R
10001;300613;R
10001;300614;R
10001;300615;R
10001;300616;R
10001;300617;R
10001;300618;R
10001;300619;R
10001;300620;R
10001;300621;R
10001;300622;R
10001;300623;R
10001;300624;R
10001;300625;R
10001;300626;R
10001;300627;R
10001;300628;R
10001;300629;R
10001;300630;R
10001;300631;R
10001;300632;R
10001;300633;R
10001;300634;R
10001;300635;R
10001;300636;R
10001;300637;R
10001;300638;R
10001;300639;R
10001;300640;R
10001;300641;R
10001;300642;R
10001;300643;R
10001;300644;R
10001;300645;R
10001;300646;R
10001;300647;R
10001;300648;R
10001;300649;R
10001;300650;R
10001;300651;R
10001;300652;R
10001;300653;R
10001;300654;R
10001;300655;R
10001;300656;R
10001;300657;R
10001;300658;R
10001;300659;R
10001;300660;R
10001;300661;R
10001;300662;R
10001;300663;R
10001;300664;R
10001;300665;R
10001;300666;R
10001;300667;R
10001;300668;R
10001;300669;R
10001;300670;R
10001;300671;R
10001;300672;R
10001;300673;R
10001;300674;R
10001;300675;R
10001;300676;R
10001;300677;R
10001;300678;R
10001;300679;R
10001;300680;R
10001;300681;R
10001;300682;R
10001;300683;R
10001;300684;R
10001;300685;R
10001;300686;R
10001;300687;R
10001;300688;R
10001;300689;R
10001;300690;R
10001;300691;R
10001;300692;R
10001;300693;R
10001;300694;R
10001;300695;R
10001;300696;R
10001;300697;R
10001;300698;R
10001;300699;R
10001;300700;R
10001;300701;R
10001;300702;R
10001;300703;R
10001;300704;R
10001;300705;R
10001;300706;R
10001;300707;R
10001;300708;R
10001;300709;R
10001;300710;R
10001;300711;R
10001;300712;R
10001;300713;R
10001;300714;R
10001;300715;R
10001;300716;R
10001;300717;R
10001;300718;R
10001;300719;R
10001;300720;R
10001;300721;R
10001;300722;R
10001;300723;R
10001;300724;R
10001;300725;R
10001;300726;R
10001;300727;R
10001;300728;R
10001;300729;R
10001;300730;R
10001;300731;R
10001;300732;R
10001;300733;R
10001;300734;R
10001;300735;R
10001;300736;R
10001;300737;R
10001;300738;R
10001;300739;R
10001;300740;R
10001;300741;R
10001;300742;R
10001;300743;R
10001;300744;R
10001;300745;R
10001;300746;R
10001;300747;R
10001;300748;R
10001;300749;R
10001;300750;R
10001;300751;R
10001;300752;R
10001;300753;R
10001;300754;R
10001;300755;R
10001;300756;R
10001;300757;R
10001;300758;R
10001;300759;R
10001;300760;R
10001;300761;R
10001;300762;R
10001;300763;R
10001;300764;R
10001;300765;R
10001;300766;R
10001;300767;R
10001;300768;R
10001;300769;R
10001;300770;R
10001;300771;R
10001;300772;R
10001;300773;R
10001;300774;R
10001;300775;R
10001;300776;R
10001;300777;R
10001;300778;R
10001;300779;R
10001;300780;R
10001;300781;R
10001;300782;R
10001;300783;R
10001;300784;R
10001;300785;R
10001;300786;R
10001;300787;R
10001;300788;R
10001;300789;R
10001;300790;R
10001;300791;R
10001;300792;R
10001;300793;R
10001;300794;R
10001;300795;R
10001;300796;R
10001;300797;R
10001;300798;R
10001;300799;R
10001;300800;R
10001;300801;R
10001;300802;R
10001;300803;R
10001;300804;R
10001;300805;R
10001;300806;R
10001;300807;R
10001;300808;R
10001;300809;R
10001;300810;R
10001;300811;R
10001;300812;R
10001;300813;R
10001;300814;R
10001;300815;R
10001;300816;R
10001;300817;R
10001;300818;R
10001;300819;R
10001;300820;R
10001;300821;R
10001;300822;R
10001;300823;R
10001;300824;R
10001;300825;R
10001;300826;R
10001;300827;R
10001;300828;R
10001;300829;R
10001;300830;R
10001;300831;R
10001;300832;R
10001;300833;R
10001;300834;R
10001;300835;R
10001;300836;R
10001;300837;R
10001;300838;R
10001;300839;R
10001;300840;R
10001;300841;R
10001;300842;R
10001;300843;R
10001;300844;R
10001;300845;R
10001;300846;R
10001;300847;R
10001;300848;R
10001;300849;R
10001;300850;R
10001;300851;R
10001;300852;R
10001;300853;R
10001;300854;R
10001;300855;R
10001;300856;R
10001;300857;R
10001;300858;R
10001;300859;R
10001;300860;R
10001;300861;R
10001;300862;R
10001;300863;R
10001;300864;R
10001;300865;R
10001;300866;R
10001;300867;R
10001;300868;R
10001;300869;R
10001;300870;R
10001;300871;R
10001;300872;R
10001;300873;R
10001;300874;R
10001;300875;R
10001;300876;R
10001;300877;R
10001;300878;R
10001;300879;R
10001;300880;R
10001;300881;R
10001;300882;R
10001;300883;R
10001;300884;R
10001;300885;R
10001;300886;R
10001;300887;R
10001;300888;R
10001;300889;R
10001;300890;R
10001;300891;R
10001;300892;R
10001;300893;R
10001;300894;R
10001;300895;R
10001;300896;R
10001;300897;R
10001;300898;R
10001;300899;R
10001;300900;R
10001;300901;R
10001;300902;R
10001;300903;R
10001;300904;R
10001;300905;R
10001;300906;R
10001;300907;R
10001;300908;R
10001;300909;R
10001;300910;R
10001;300911;R
10001;300912;R
10001;300913;R
10001;300914;R
10001;300915;R
10001;300916;R
10001;300917;R
10001;300918;R
10001;300919;R
10001;300920;R
10001;300921;R
10001;300922;R
10001;300923;R
10001;300924;R
10001;300925;R
10001;300926;R
10001;300927;R
10001;300928;R
10001;300929;R
10001;300930;R
10001;300931;R
10001;300932;R
10001;300933;R
10001;300934;R
10001;300935;R
10001;300936;R
10001;300937;R
10001;300938;R
10001;300939;R
10001;300940;R
10001;300941;R
10001;300942;R
10001;300943;R
10001;300944;R
10001;300945;R
10001;300946;R
10001;300947;R
10001;300948;R
10001;300949;R
10001;300950;R
10001;300951;R
10001;300952;R
10001;300953;R
10001;300954;R
10001;300955;R
10001;300956;R
10001;300957;R
10001;300958;R
10001;300959;R
10001;300960;R
10001;300961;R
10001;300962;R
10001;300963;R
10001;300964;R
10001;300965;R
10001;300966;R
10001;300967;R
10001;300968;R
10001;300969;R
10001;300970;R
10001;300971;R
10001;300972;R
10001;300973;R
10001;300974;R
10001;300975;R
10001;300976;R
10001;300977;R
10001;300978;R
10001;300979;R
10001;300980;R
10001;300981;R
10001;300982;R
10001;300983;R
10001;300984;R
10001;300985;R
10001;300986;R
10001;300987;R
10001;300988;R
10001;300989;R
10001;300990;R
10001;300991;R
10001;300992;R
10001;300993;R
10001;300994;R
10001;300995;R
10001;300996;R
10001;300997;R
10001;300998;R
10001;300999;R
10001;301000;R
10001;301001;R
10001;301002;R
10001;301003;R
10001;301004;R
10001;301005;R
10001;301006;R
10001;301007;R
10001;301008;R
10001;301009;R
10001;301010;R
10001;301011;R
10001;301012;R
10001;301013;R
10001;301014;R
10001;301015;R
10001;301016;R
10001;301017;R
10001;301018;R
10001;301019;R
10001;301020;R
10001;301021;R
10001;301022;R
10001;301023;R
10001;301024;R
10001;301025;R
10001;301026;R
10001;301027;R
10001;301028;R
10001;301029;R
10001;301030;R
10001;301031;R
10001;301032;R
10001;301033;R
10001;301034;R
10001;301035;R
10001;301036;R
10001;301037;R
10001;301038;R
10001;301039;R
10001;301040;R
10001;301041;R
10001;301042;R
10001;301043;R
10001;301044;R
10001;301045;R
10001;301046;R
10001;301047;R
10001;301048;R
10001;301049;R
10001;301050;R
10001;301051;R
10001;301052;R
10001;301053;R
10001;301054;R
10001;301055;R
10001;301056;R
10001;301057;R
10001;301058;R
10001;301059;R
10001;301060;R
10001;301061;R
10001;301062;R
10001;301063;R
10001;301064;R
10001;301065;R
10001;301066;R
10001;301067;R
10001;301068;R
10001;301069;R
10001;301070;R
10001;301071;R
10001;301072;R
10001;301073;R
10001;301074;R
10001;301075;R
10001;301076;R
10001;301077;R
10001;301078;R
10001;301079;R
10001;301080;R
10001;301081;R
10001;301082;R
10001;301083;R
10001;301084;R
10001;301085;R
10001;301086;R
10001;301087;R
10001;301088;R
10001;301089;R
10001;301090;R
10001;301091;R
10001;301092;R
10001;301093;R
10001;301094;R
10001;301095;R
10001;301096;R
10001;301097;R
10001;301098;R
10001;301099;R
10001;301100;R
10001;301101;R
10001;301102;R
10001;301103;R
10001;301104;R
10001;301105;R
10001;301106;R
10001;301107;R
10001;301108;R
10001;301109;R
10001;301110;R
10001;301111;R
10001;301112;R
10001;301113;R
10001;301114;R
10001;301115;R
10001;301116;R
10001;301117;R
10001;301118;R
10001;301119;R
10001;301120;R
10001;301121;R
10001;301122;R
10001;301123;R
10001;301124;R
10001;301125;R
10001;301126;R
10001;301127;R
10001;301128;R
10001;301129;R
10001;301130;R
10001;301131;R
10001;301132;R
10001;301133;R
10001;301134;R
10001;301135;R
10001;301136;R
10001;301137;R
10001;301138;R
10001;301139;R
10001;301140;R
10001;301141;R
10001;301142;R
10001;301143;R
10001;301144;R
10001;301145;R
10001;301146;R
10001;301147;R
10001;301148;R
10001;301149;R
10001;301150;R
10001;301151;R
10001;301152;R
10001;301153;R
10001;301154;R
10001;301155;R
10001;301156;R
10001;301157;R
10001;301158;R
10001;301159;R
10001;301160;R
10001;301161;R
10001;301162;R
10001;301163;R
10001;301164;R
10001;301165;R
10001;301166;R
10001;301167;R
10001;301168;R
10001;301169;R
10001;301170;R
10001;301171;R
10001;301172;R
10001;301173;R
10001;301174;R
10001;301175;R
10001;301176;R
10001;301177;R
10001;301178;R
10001;301179;R
10001;301180;R
10001;301181;R
10001;301182;R
10001;301183;R
10001;301184;R
10001;301185;R
10001;301186;R
10001;301187;R
10001;301188;R
10001;301189;R
10001;301190;R
10001;301191;R
10001;301192;R
10001;301193;R
10001;301194;R
10001;301195;R
10001;301196;R
10001;301197;R
10001;301198;R
10001;301199;R
10001;301200;R
10001;301201;R
10001;301202;R
10001;301203;R
10001;301204;R
10001;301205;R
10001;301206;R
10001;301207;R
10001;301208;R
10001;301209;R
10001;301210;R
10001;301211;R
10001;301212;R
10001;301213;R
10001;301214;R
10001;301215;R
10001;301216;R
10001;301217;R
10001;301218;R
10001;301219;R
10001;301220;R
10001;301221;R
10001;301222;R
10001;301223;R
10001;301224;R
10001;301225;R
10001;301226;R
10001;301227;R
10001;301228;R
10001;301229;R
10001;301230;R
10001;301231;R
10001;301232;R
10001;301233;R
10001;301234;R
10001;301235;R
10001;301236;R
10001;301237;R
10001;301238;R
10001;301239;R
10001;301240;R
10001;301241;R
10001;301242;R
10001;301243;R
10001;301244;R
10001;301245;R
10001;301246;R
10001;301247;R
10001;301248;R
10001;301249;R
10001;301250;R
10001;301251;D
10001;301252;D
10001;301253;D
10001;301254;D
10001;301255;D
10001;301256;D
10001;301257;D
10001;301258;D
10001;301259;D
10001;301260;D
10001;301261;D
10001;301262;D
10001;301263;D
10001;301264;D
10001;301265;D
10001;301266;D
10001;301267;D
10001;301268;D
10001;301269;D
10001;301270;D
10001;301271;D
10001;301272;D
10001;301273;D
10001;301274;D
10001;301275;D
10001;301276;D
10001;301277;D
10001;301278;D
10001;301279;D
10001;301280;D
10001;301281;D
10001;301282;D
10001;301283;D
10001;301284;D
10001;301285;D
10001;301286;D
10001;301287;D
10001;301288;D
10001;301289;D
10001;301290;D
10001;301291;D
10001;301292;D
10001;301293;D
10001;301294;D
10001;301295;D
10001;301296;D
10001;301297;D
10001;301298;D
10001;301299;D
10001;301300;D
10001;301301;D
10001;301302;D
10001;301303;D
10001;301304;D
10001;301305;D
10001;301306;D
10001;301307;D
10001;301308;D
10001;301309;D
10001;301310;D
10001;301311;D
10001;301312;D
10001;301313;D
10001;301314;D
10001;301315;D
10001;301316;D
10001;301317;D
10001;301318;D
10001;301319;D
10001;301320;D
10001;301321;D
10001;301322;D
10001;301323;D
10001;301324;D
10001;301325;D
10001;301326;D
10001;301327;D
10001;301328;D
10001;301329;D
10001;301330;D
10001;301331;D
10001;301332;D
10001;301333;D
10001;301334;D
10001;301335;D
10001;301336;D
10001;301337;D
10001;301338;D
10001;301339;D
10001;301340;D
10001;301341;D
10001;301342;D
10001;301343;D
10001;301344;D
10001;301345;D
10001;301346;D
10001;301347;D
10001;301348;D
10001;301349;D
10001;301350;D
10001;301351;D
10001;301352;D
10001;301353;D
10001;301354;D
10001;301355;D
10001;301356;D
10001;301357;D
10001;301358;D
10001;301359;D
10001;301360;D
10001;301361;D
10001;301362;D
10001;301363;D
10001;301364;D
10001;301365;D
10001;301366;D
10001;301367;D
10001;301368;D
10001;301369;D
10001;301370;D
10001;301371;D
10001;301372;D
10001;301373;D
10001;301374;D
10001;301375;D
10001;301376;D
10001;301377;D
10001;301378;D
10001;301379;D
10001;301380;D
10001;301381;D
10001;301382;D
10001;301383;D
10001;301384;D
10001;301385;D
10001;301386;D
10001;301387;D
10001;301388;D
10001;301389;D
10001;301390;D
10001;301391;D
10001;301392;D
10001;301393;D
10001;301394;D
10001;301395;D
10001;301396;D
10001;301397;D
10001;301398;D
10001;301399;D
10001;301400;D
10001;301401;D
10001;301402;D
10001;301403;D
10001;301404;D
10001;301405;D
10001;301406;D
10001;301407;D
10001;301408;D
10001;301409;D
10001;301410;D
10001;301411;D
10001;301412;D
10001;301413;D
10001;301414;D
10001;301415;D
10001;301416;D
10001;301417;D
10001;301418;D
10001;301419;D
10001;301420;D
10001;301421;D
10001;301422;D
10001;301423;D
10001;301424;D
10001;301425;D
10001;301426;D
10001;301427;D
10001;301428;D
10001;301429;D
10001;301430;D
10001;301431;D
10001;301432;D
10001;301433;D
10001;301434;D
10001;301435;D
10001;301436;D
10001;301437;D
10001;301438;D
10001;301439;D
10001;301440;D
10001;301441;D
10001;301442;D
10001;301443;D
10001;301444;D
10001;301445;D
10001;301446;D
10001;301447;D
10001;301448;D
10001;301449;D
10001;301450;D
10001;301451;D
10001;301452;D
10001;301453;D
10001;301454;D
10001;301455;D
10001;301456;D
10001;301457;D
10001;301458;D
10001;301459;D
10001;301460;D
10001;301461;D
10001;301462;D
10001;301463;D
10001;301464;D
10001;301465;D
10001;301466;D
10001;301467;D
10001;301468;D
10001;301469;D
10001;301470;D
10001;301471;D
10001;301472;D
10001;301473;D
10001;301474;D
10001;301475;D
10001;301476;D
10001;301477;D
10001;301478;D
10001;301479;D
10001;301480;D
10001;301481;D
10001;301482;D
10001;301483;D
10001;301484;D
10001;301485;D
10001;301486;D
10001;301487;D
10001;301488;D
10001;301489;D
10001;301490;D
10001;301491;D
10001;301492;D
10001;301493;D
10001;301494;D
10001;301495;D
10001;301496;D
10001;301497;D
10001;301498;D
10001;301499;D
10001;301500;D
10001;301501;D
10001;301502;D
10001;301503;D
10001;301504;D
10001;301505;D
10001;301506;D
10001;301507;D
10001;301508;D
10001;301509;D
10001;301510;D
10001;301511;D
10001;301512;D
10001;301513;D
10001;301514;D
10001;301515;D
10001;301516;D
10001;301517;D
10001;301518;D
10001;301519;D
10001;301520;D
10001;301521;D
10001;301522;D
10001;301523;D
10001;301524;D
10001;301525;D
10001;301526;D
10001;301527;D
10001;301528;D
10001;301529;D
10001;301530;D
10001;301531;D
10001;301532;D
10001;301533;D
10001;301534;D
10001;301535;D
10001;301536;D
10001;301537;D
10001;301538;D
10001;301539;D
10001;301540;D
10001;301541;D
10001;301542;D
10001;301543;D
10001;301544;D
10001;301545;D
10001;301546;D
10001;301547;D
10001;301548;D
10001;301549;D
10001;301550;D
10001;301551;D
10001;301552;D
10001;301553;D
10001;301554;D
10001;301555;D
10001;301556;D
10001;301557;D
10001;301558;D
10001;301559;D
10001;301560;D
10001;301561;D
10001;301562;D
10001;301563;D
10001;301564;D
10001;301565;D
10001;301566;D
10001;301567;D
10001;301568;D
10001;301569;D
10001;301570;D
10001;301571;D
10001;301572;D
10001;301573;D
10001;301574;D
10001;301575;D
10001;301576;D
10001;301577;D
10001;301578;D
10001;301579;D
10001;301580;D
10001;301581;D
10001;301582;D
10001;301583;D
10001;301584;D
10001;301585;D
10001;301586;D
10001;301587;D
10001;301588;D
10001;301589;D
10001;301590;D
10001;301591;D
10002;300001;R
10002;300002;R
10002;300003;R
10002;300004;R
10002;300005;R
10002;300006;R
10002;300007;R
10002;300008;R
10002;300009;R
10002;300010;R
10002;300011;R
10002;300012;R
10002;300013;R
10002;300014;R
10002;300015;R
10002;300016;R
10002;300017;R
10002;300018;R
10002;300019;R
10002;300020;R
10002;300021;R
10002;300022;R
10002;300023;R
10002;300024;R
10002;300025;R
10002;300026;R
10002;300027;R
10002;300028;R
10002;300029;R
10002;300030;R
10002;300031;R
10002;300032;R
10002;300033;R
10002;300034;R
10002;300035;R
10002;300036;R
10002;300037;R
10002;300038;R
10002;300039;R
10002;300040;R
10002;300041;R
10002;300042;R
10002;300043;R
10002;300044;R
10002;300045;R
10002;300046;R
10002;300047;R
10002;300048;R
10002;300049;R
10002;300050;R
10002;300051;R
10002;300052;R
10002;300053;R
10002;300054;R
10002;300055;R
10002;300056;R
10002;300057;R
10002;300058;R
10002;300059;R
10002;300060;R
10002;300061;R
10002;300062;R
10002;300063;R
10002;300064;R
10002;300065;R
10002;300066;R
10002;300067;R
10002;300068;R
10002;300069;R
10002;300070;R
10002;300071;R
10002;300072;R
10002;300073;R
10002;300074;R
10002;300075;R
10002;300076;R
10002;300077;R
10002;300078;R
10002;300079;R
10002;300080;R
10002;300081;R
10002;300082;R
10002;300083;R
10002;300084;R
10002;300085;R
10002;300086;R
10002;300087;R
10002;300088;R
10002;300089;R
10002;300090;R
10002;300091;R
10002;300092;R
10002;300093;R
10002;300094;R
10002;300095;R
10002;300096;R
10002;300097;R
10002;300098;R
10002;300099;R
10002;300100;R
10002;300101;R
10002;300102;R
10002;300103;R
10002;300104;R
10002;300105;R
10002;300106;R
10002;300107;R
10002;300108;R
10002;300109;R
10002;300110;R
10002;300111;R
10002;300112;R
10002;300113;R
10002;300114;R
10002;300115;R
10002;300116;R
10002;300117;R
10002;300118;R
10002;300119;R
10002;300120;R
10002;300121;R
10002;300122;R
10002;300123;R
10002;300124;R
10002;300125;R
10002;300126;R
10002;300127;R
10002;300128;R
10002;300129;R
10002;300130;R
10002;300131;R
10002;300132;R
10002;300133;R
10002;300134;R
10002;300135;R
10002;300136;R
10002;300137;R
10002;300138;R
10002;300139;R
10002;300140;R
10002;300141;R
10002;300142;R
10002;300143;R
10002;300144;R
10002;300145;R
10002;300146;R
10002;300147;R
10002;300148;R
10002;300149;R
10002;300150;R
10002;300151;R
10002;300152;R
10002;300153;R
10002;300154;R
10002;300155;R
10002;300156;R
